comune,year,month,t_mean
Monte San Giovanni Campano,2015,1,3.5
Monte San Giovanni Campano,2015,2,2.83
Monte San Giovanni Campano,2015,3,6.68
Monte San Giovanni Campano,2015,4,10.22
Monte San Giovanni Campano,2015,5,14.99
Monte San Giovanni Campano,2015,6,18.21
Monte San Giovanni Campano,2015,7,23.6
Monte San Giovanni Campano,2015,8,21.82
Monte San Giovanni Campano,2015,9,17.59
Monte San Giovanni Campano,2015,10,12.38
Monte San Giovanni Campano,2015,11,8.58
Monte San Giovanni Campano,2015,12,4.74
Monte San Giovanni Campano,2016,1,3.97
Monte San Giovanni Campano,2016,2,6.96
Monte San Giovanni Campano,2016,3,6.78
Monte San Giovanni Campano,2016,4,12.48
Monte San Giovanni Campano,2016,5,13.55
Monte San Giovanni Campano,2016,6,17.85
Monte San Giovanni Campano,2016,7,21.83
Monte San Giovanni Campano,2016,8,20.84
Monte San Giovanni Campano,2016,9,16.49
Monte San Giovanni Campano,2016,10,12.33
Monte San Giovanni Campano,2016,11,7.95
Monte San Giovanni Campano,2016,12,3.75
Monte San Giovanni Campano,2017,1,-0.34
Monte San Giovanni Campano,2017,2,6.16
Monte San Giovanni Campano,2017,3,8.43
Monte San Giovanni Campano,2017,4,9.87
Monte San Giovanni Campano,2017,5,14.55
Monte San Giovanni Campano,2017,6,20.42
Monte San Giovanni Campano,2017,7,21.84
Monte San Giovanni Campano,2017,8,23.81
Monte San Giovanni Campano,2017,9,15.28
Monte San Giovanni Campano,2017,10,12.36
Monte San Giovanni Campano,2017,11,6.78
Monte San Giovanni Campano,2017,12,2.9
Monte San Giovanni Campano,2018,1,5.4
Monte San Giovanni Campano,2018,2,2.19
Monte San Giovanni Campano,2018,3,5.95
Monte San Giovanni Campano,2018,4,13.14
Monte San Giovanni Campano,2018,5,14.98
Monte San Giovanni Campano,2018,6,18.73
Monte San Giovanni Campano,2018,7,22.3
Monte San Giovanni Campano,2018,8,20.56
Monte San Giovanni Campano,2018,9,17.51
Monte San Giovanni Campano,2018,10,13.73
Monte San Giovanni Campano,2018,11,8.58
Monte San Giovanni Campano,2018,12,4.35
Monte San Giovanni Campano,2019,1,0.87
Monte San Giovanni Campano,2019,2,4.7
Monte San Giovanni Campano,2019,3,8.37
Monte San Giovanni Campano,2019,4,9.53
Monte San Giovanni Campano,2019,5,10.59
Monte San Giovanni Campano,2019,6,21.27
Monte San Giovanni Campano,2019,7,22.21
Monte San Giovanni Campano,2019,8,22.48
Monte San Giovanni Campano,2019,9,17.76
Monte San Giovanni Campano,2019,10,14.01
Monte San Giovanni Campano,2019,11,9.16
Monte San Giovanni Campano,2019,12,5.65
Monte San Giovanni Campano,2020,1,4.0
Monte San Giovanni Campano,2020,2,6.07
Monte San Giovanni Campano,2020,3,6.62
Monte San Giovanni Campano,2020,4,10.33
Monte San Giovanni Campano,2020,5,14.91
Monte San Giovanni Campano,2020,6,16.89
Monte San Giovanni Campano,2020,7,21.6
Monte San Giovanni Campano,2020,8,22.57
Monte San Giovanni Campano,2020,9,17.77
Monte San Giovanni Campano,2020,10,10.95
Monte San Giovanni Campano,2020,11,8.94
Monte San Giovanni Campano,2020,12,4.87
Monte San Giovanni Campano,2021,1,2.6
Monte San Giovanni Campano,2021,2,6.3
Monte San Giovanni Campano,2021,3,5.81
Monte San Giovanni Campano,2021,4,8.28
Monte San Giovanni Campano,2021,5,13.53
Monte San Giovanni Campano,2021,6,19.68
Monte San Giovanni Campano,2021,7,22.64
Monte San Giovanni Campano,2021,8,22.12
Monte San Giovanni Campano,2021,9,18.11
Monte San Giovanni Campano,2021,10,11.67
Monte San Giovanni Campano,2021,11,9.19
Monte San Giovanni Campano,2021,12,4.07
Monte San Giovanni Campano,2022,1,3.39
Monte San Giovanni Campano,2022,2,5.2
Monte San Giovanni Campano,2022,3,5.21
Monte San Giovanni Campano,2022,4,9.48
Monte San Giovanni Campano,2022,5,16.33
Monte San Giovanni Campano,2022,6,22.56
Monte San Giovanni Campano,2022,7,24.41
Monte San Giovanni Campano,2022,8,22.08
Monte San Giovanni Campano,2022,9,17.13
Monte San Giovanni Campano,2022,10,14.75
Monte San Giovanni Campano,2022,11,8.75
Monte San Giovanni Campano,2022,12,6.99
Monte San Giovanni Campano,2023,1,3.69
Monte San Giovanni Campano,2023,2,4.45
Monte San Giovanni Campano,2023,3,7.88
Monte San Giovanni Campano,2023,4,8.81
Monte San Giovanni Campano,2023,5,13.67
Monte San Giovanni Campano,2023,6,18.71
Monte San Giovanni Campano,2023,7,23.63
Monte San Giovanni Campano,2023,8,21.49
Monte San Giovanni Campano,2023,9,18.84
Monte San Giovanni Campano,2023,10,16.23
Monte San Giovanni Campano,2023,11,8.81
Monte San Giovanni Campano,2023,12,6.06
Monte San Giovanni Campano,2024,1,5.48
Monte San Giovanni Campano,2024,2,7.57
Monte San Giovanni Campano,2024,3,9.0
Monte San Giovanni Campano,2024,4,11.56
Monte San Giovanni Campano,2024,5,14.78
Monte San Giovanni Campano,2024,6,20.58
Monte San Giovanni Campano,2024,7,24.99
Monte San Giovanni Campano,2024,8,24.46
Monte San Giovanni Campano,2024,9,17.07
Monte San Giovanni Campano,2024,10,14.51
Monte San Giovanni Campano,2024,11,8.26
Monte San Giovanni Campano,2024,12,4.3
Monte San Giovanni Campano,2025,1,5.35
Monte San Giovanni Campano,2025,2,6.06
Monte San Giovanni Campano,2025,3,8.34
Monte San Giovanni Campano,2025,4,11.15
Monte San Giovanni Campano,2025,5,13.99
Monte San Giovanni Campano,2025,6,22.47
Monte San Giovanni Campano,2025,7,22.35
Monte San Giovanni Campano,2025,8,21.12
Monte San Giovanni Campano,2025,9,18.38
Monte San Giovanni Campano,2025,10,12.08
Monte San Giovanni Campano,2025,11,8.1
Monte San Giovanni Campano,2025,12,5.54
Monte San Giovanni Campano,2026,1,4.41
Monte San Giovanni Campano,2026,2,7.07
Monte San Giovanni Campano,2026,3,7.39
Monte San Giovanni Campano,2026,4,12.6
Monte San Giovanni Campano,2026,5,14.77
Monte San Giovanni Campano,2026,6,20.34
Picinisco,2011,1,0.01
Picinisco,2011,2,0.03
Picinisco,2011,3,1.69
Picinisco,2011,4,4.73
Picinisco,2011,5,9.69
Picinisco,2011,6,15.23
Picinisco,2011,7,17.0
Picinisco,2011,8,19.18
Picinisco,2011,9,16.48
Picinisco,2011,10,9.36
Picinisco,2011,11,4.88
Picinisco,2011,12,1.92
Picinisco,2012,1,-0.37
Picinisco,2012,2,-3.12
Picinisco,2012,3,5.83
Picinisco,2012,4,7.07
Picinisco,2012,5,10.5
Picinisco,2012,6,17.93
Picinisco,2012,7,20.37
Picinisco,2012,8,20.93
Picinisco,2012,9,15.02
Picinisco,2012,10,10.86
Picinisco,2012,11,6.65
Picinisco,2012,12,0.17
Picinisco,2013,1,0.5
Picinisco,2013,2,-0.38
Picinisco,2013,3,3.77
Picinisco,2013,4,8.21
Picinisco,2013,5,9.94
Picinisco,2013,6,14.19
Picinisco,2013,7,17.38
Picinisco,2013,8,18.44
Picinisco,2013,9,14.31
Picinisco,2013,10,11.68
Picinisco,2013,11,5.13
Picinisco,2013,12,1.56
Picinisco,2014,1,2.43
Picinisco,2014,2,3.65
Picinisco,2014,3,2.24
Picinisco,2014,4,7.14
Picinisco,2014,5,9.74
Picinisco,2014,6,15.03
Picinisco,2014,7,16.05
Picinisco,2014,8,17.53
Picinisco,2014,9,13.76
Picinisco,2014,10,10.95
Picinisco,2014,11,7.68
Picinisco,2014,12,1.56
Picinisco,2015,1,0.7
Picinisco,2015,2,-0.07
Picinisco,2015,3,3.75
Picinisco,2015,4,7.34
Picinisco,2015,5,12.19
Picinisco,2015,6,15.29
Picinisco,2015,7,20.74
Picinisco,2015,8,18.94
Picinisco,2015,9,14.69
Picinisco,2015,10,8.94
Picinisco,2015,11,6.0
Picinisco,2015,12,2.31
Picinisco,2016,1,1.27
Picinisco,2016,2,4.33
Picinisco,2016,3,4.0
Picinisco,2016,4,9.78
Picinisco,2016,5,10.79
Picinisco,2016,6,15.18
Picinisco,2016,7,19.07
Picinisco,2016,8,17.94
Picinisco,2016,9,13.57
Picinisco,2016,10,9.64
Picinisco,2016,11,5.31
Picinisco,2016,12,1.23
Picinisco,2017,1,-3.34
Picinisco,2017,2,3.33
Picinisco,2017,3,5.61
Picinisco,2017,4,7.01
Picinisco,2017,5,11.66
Picinisco,2017,6,17.55
Picinisco,2017,7,18.88
Picinisco,2017,8,20.77
Picinisco,2017,9,12.43
Picinisco,2017,10,9.72
Picinisco,2017,11,4.13
Picinisco,2017,12,0.34
Picinisco,2018,1,2.8
Picinisco,2018,2,-0.41
Picinisco,2018,3,3.19
Picinisco,2018,4,10.44
Picinisco,2018,5,12.22
Picinisco,2018,6,15.79
Picinisco,2018,7,19.3
Picinisco,2018,8,17.6
Picinisco,2018,9,14.62
Picinisco,2018,10,10.93
Picinisco,2018,11,5.87
Picinisco,2018,12,1.66
Picinisco,2019,1,-2.12
Picinisco,2019,2,1.93
Picinisco,2019,3,5.51
Picinisco,2019,4,6.76
Picinisco,2019,5,7.79
Picinisco,2019,6,18.47
Picinisco,2019,7,19.21
Picinisco,2019,8,19.71
Picinisco,2019,9,15.01
Picinisco,2019,10,11.43
Picinisco,2019,11,6.48
Picinisco,2019,12,2.9
Picinisco,2020,1,1.45
Picinisco,2020,2,3.38
Picinisco,2020,3,3.76
Picinisco,2020,4,7.49
Picinisco,2020,5,12.01
Picinisco,2020,6,14.12
Picinisco,2020,7,18.75
Picinisco,2020,8,19.7
Picinisco,2020,9,15.04
Picinisco,2020,10,8.33
Picinisco,2020,11,6.29
Picinisco,2020,12,2.28
Picinisco,2021,1,-0.11
Picinisco,2021,2,3.64
Picinisco,2021,3,2.9
Picinisco,2021,4,5.46
Picinisco,2021,5,10.91
Picinisco,2021,6,16.92
Picinisco,2021,7,19.63
Picinisco,2021,8,19.15
Picinisco,2021,9,15.33
Picinisco,2021,10,8.88
Picinisco,2021,11,6.56
Picinisco,2021,12,1.63
Picinisco,2022,1,0.82
Picinisco,2022,2,2.49
Picinisco,2022,3,2.1
Picinisco,2022,4,6.62
Picinisco,2022,5,13.46
Picinisco,2022,6,19.4
Picinisco,2022,7,21.21
Picinisco,2022,8,19.11
Picinisco,2022,9,14.41
Picinisco,2022,10,12.15
Picinisco,2022,11,6.05
Picinisco,2022,12,4.38
Picinisco,2023,1,0.99
Picinisco,2023,2,1.73
Picinisco,2023,3,5.1
Picinisco,2023,4,5.95
Picinisco,2023,5,10.82
Picinisco,2023,6,15.92
Picinisco,2023,7,20.92
Picinisco,2023,8,18.59
Picinisco,2023,9,16.11
Picinisco,2023,10,13.63
Picinisco,2023,11,5.93
Picinisco,2023,12,3.46
Picinisco,2024,1,2.68
Picinisco,2024,2,4.93
Picinisco,2024,3,6.3
Picinisco,2024,4,8.78
Picinisco,2024,5,11.99
Picinisco,2024,6,17.99
Picinisco,2024,7,22.11
Picinisco,2024,8,21.66
Picinisco,2024,9,14.37
Picinisco,2024,10,11.96
Picinisco,2024,11,5.58
Picinisco,2024,12,1.66
Picinisco,2025,1,2.64
Picinisco,2025,2,3.27
Picinisco,2025,3,5.58
Picinisco,2025,4,8.32
Picinisco,2025,5,11.16
Picinisco,2025,6,19.64
Picinisco,2025,7,19.51
Picinisco,2025,8,18.35
Picinisco,2025,9,15.86
Picinisco,2025,10,9.32
Picinisco,2025,11,5.46
Picinisco,2025,12,2.9
Picinisco,2026,1,1.74
Picinisco,2026,2,4.37
Picinisco,2026,3,4.45
Picinisco,2026,4,9.69
Picinisco,2026,5,11.95
Picinisco,2026,6,17.42
Piedimonte San Germano,2011,1,6.73
Piedimonte San Germano,2011,2,6.73
Piedimonte San Germano,2011,3,9.28
Piedimonte San Germano,2011,4,13.65
Piedimonte San Germano,2011,5,17.59
Piedimonte San Germano,2011,6,21.96
Piedimonte San Germano,2011,7,23.36
Piedimonte San Germano,2011,8,25.31
Piedimonte San Germano,2011,9,22.81
Piedimonte San Germano,2011,10,15.94
Piedimonte San Germano,2011,11,11.38
Piedimonte San Germano,2011,12,8.51
Piedimonte San Germano,2012,1,5.92
Piedimonte San Germano,2012,2,3.96
Piedimonte San Germano,2012,3,12.23
Piedimonte San Germano,2012,4,13.82
Piedimonte San Germano,2012,5,17.05
Piedimonte San Germano,2012,6,23.65
Piedimonte San Germano,2012,7,26.02
Piedimonte San Germano,2012,8,26.82
Piedimonte San Germano,2012,9,21.12
Piedimonte San Germano,2012,10,17.05
Piedimonte San Germano,2012,11,13.42
Piedimonte San Germano,2012,12,6.58
Piedimonte San Germano,2013,1,7.0
Piedimonte San Germano,2013,2,6.19
Piedimonte San Germano,2013,3,10.56
Piedimonte San Germano,2013,4,15.14
Piedimonte San Germano,2013,5,17.11
Piedimonte San Germano,2013,6,20.85
Piedimonte San Germano,2013,7,24.13
Piedimonte San Germano,2013,8,25.1
Piedimonte San Germano,2013,9,20.81
Piedimonte San Germano,2013,10,17.73
Piedimonte San Germano,2013,11,11.87
Piedimonte San Germano,2013,12,7.73
Piedimonte San Germano,2014,1,8.85
Piedimonte San Germano,2014,2,10.62
Piedimonte San Germano,2014,3,9.7
Piedimonte San Germano,2014,4,14.02
Piedimonte San Germano,2014,5,16.75
Piedimonte San Germano,2014,6,21.75
Piedimonte San Germano,2014,7,22.67
Piedimonte San Germano,2014,8,23.83
Piedimonte San Germano,2014,9,20.44
Piedimonte San Germano,2014,10,17.43
Piedimonte San Germano,2014,11,13.98
Piedimonte San Germano,2014,12,8.38
Piedimonte San Germano,2015,1,7.43
Piedimonte San Germano,2015,2,7.23
Piedimonte San Germano,2015,3,10.65
Piedimonte San Germano,2015,4,13.81
Piedimonte San Germano,2015,5,18.69
Piedimonte San Germano,2015,6,22.4
Piedimonte San Germano,2015,7,27.86
Piedimonte San Germano,2015,8,25.89
Piedimonte San Germano,2015,9,21.65
Piedimonte San Germano,2015,10,16.18
Piedimonte San Germano,2015,11,12.23
Piedimonte San Germano,2015,12,8.12
Piedimonte San Germano,2016,1,7.97
Piedimonte San Germano,2016,2,10.84
Piedimonte San Germano,2016,3,10.73
Piedimonte San Germano,2016,4,16.03
Piedimonte San Germano,2016,5,17.26
Piedimonte San Germano,2016,6,21.87
Piedimonte San Germano,2016,7,25.95
Piedimonte San Germano,2016,8,25.22
Piedimonte San Germano,2016,9,20.49
Piedimonte San Germano,2016,10,16.22
Piedimonte San Germano,2016,11,11.82
Piedimonte San Germano,2016,12,7.33
Piedimonte San Germano,2017,1,4.12
Piedimonte San Germano,2017,2,9.87
Piedimonte San Germano,2017,3,12.0
Piedimonte San Germano,2017,4,13.39
Piedimonte San Germano,2017,5,18.17
Piedimonte San Germano,2017,6,23.74
Piedimonte San Germano,2017,7,25.24
Piedimonte San Germano,2017,8,26.75
Piedimonte San Germano,2017,9,19.03
Piedimonte San Germano,2017,10,15.81
Piedimonte San Germano,2017,11,10.76
Piedimonte San Germano,2017,12,6.86
Piedimonte San Germano,2018,1,9.09
Piedimonte San Germano,2018,2,6.45
Piedimonte San Germano,2018,3,10.1
Piedimonte San Germano,2018,4,16.72
Piedimonte San Germano,2018,5,18.83
Piedimonte San Germano,2018,6,22.43
Piedimonte San Germano,2018,7,25.86
Piedimonte San Germano,2018,8,24.76
Piedimonte San Germano,2018,9,21.69
Piedimonte San Germano,2018,10,17.85
Piedimonte San Germano,2018,11,12.36
Piedimonte San Germano,2018,12,8.2
Piedimonte San Germano,2019,1,4.86
Piedimonte San Germano,2019,2,8.38
Piedimonte San Germano,2019,3,11.93
Piedimonte San Germano,2019,4,13.29
Piedimonte San Germano,2019,5,14.44
Piedimonte San Germano,2019,6,24.28
Piedimonte San Germano,2019,7,25.68
Piedimonte San Germano,2019,8,25.93
Piedimonte San Germano,2019,9,21.72
Piedimonte San Germano,2019,10,17.4
Piedimonte San Germano,2019,11,13.05
Piedimonte San Germano,2019,12,9.47
Piedimonte San Germano,2020,1,7.46
Piedimonte San Germano,2020,2,9.73
Piedimonte San Germano,2020,3,10.22
Piedimonte San Germano,2020,4,13.73
Piedimonte San Germano,2020,5,18.39
Piedimonte San Germano,2020,6,20.48
Piedimonte San Germano,2020,7,24.75
Piedimonte San Germano,2020,8,25.47
Piedimonte San Germano,2020,9,21.67
Piedimonte San Germano,2020,10,14.7
Piedimonte San Germano,2020,11,12.64
Piedimonte San Germano,2020,12,8.74
Piedimonte San Germano,2021,1,6.71
Piedimonte San Germano,2021,2,9.7
Piedimonte San Germano,2021,3,9.49
Piedimonte San Germano,2021,4,12.03
Piedimonte San Germano,2021,5,17.04
Piedimonte San Germano,2021,6,22.93
Piedimonte San Germano,2021,7,25.53
Piedimonte San Germano,2021,8,25.56
Piedimonte San Germano,2021,9,21.86
Piedimonte San Germano,2021,10,15.48
Piedimonte San Germano,2021,11,13.17
Piedimonte San Germano,2021,12,8.1
Piedimonte San Germano,2022,1,6.94
Piedimonte San Germano,2022,2,8.87
Piedimonte San Germano,2022,3,8.79
Piedimonte San Germano,2022,4,13.16
Piedimonte San Germano,2022,5,19.58
Piedimonte San Germano,2022,6,25.36
Piedimonte San Germano,2022,7,27.41
Piedimonte San Germano,2022,8,25.98
Piedimonte San Germano,2022,9,20.79
Piedimonte San Germano,2022,10,17.96
Piedimonte San Germano,2022,11,12.58
Piedimonte San Germano,2022,12,10.72
Piedimonte San Germano,2023,1,7.59
Piedimonte San Germano,2023,2,7.81
Piedimonte San Germano,2023,3,11.43
Piedimonte San Germano,2023,4,12.67
Piedimonte San Germano,2023,5,17.47
Piedimonte San Germano,2023,6,22.27
Piedimonte San Germano,2023,7,26.68
Piedimonte San Germano,2023,8,24.72
Piedimonte San Germano,2023,9,22.37
Piedimonte San Germano,2023,10,19.54
Piedimonte San Germano,2023,11,12.88
Piedimonte San Germano,2023,12,9.83
Piedimonte San Germano,2024,1,9.3
Piedimonte San Germano,2024,2,11.07
Piedimonte San Germano,2024,3,12.77
Piedimonte San Germano,2024,4,15.08
Piedimonte San Germano,2024,5,18.5
Piedimonte San Germano,2024,6,23.84
Piedimonte San Germano,2024,7,28.09
Piedimonte San Germano,2024,8,28.29
Piedimonte San Germano,2024,9,21.17
Piedimonte San Germano,2024,10,18.23
Piedimonte San Germano,2024,11,12.04
Piedimonte San Germano,2024,12,8.25
Piedimonte San Germano,2025,1,9.23
Piedimonte San Germano,2025,2,9.71
Piedimonte San Germano,2025,3,12.24
Piedimonte San Germano,2025,4,14.91
Piedimonte San Germano,2025,5,17.86
Piedimonte San Germano,2025,6,25.94
Piedimonte San Germano,2025,7,26.36
Piedimonte San Germano,2025,8,25.4
Piedimonte San Germano,2025,9,21.99
Piedimonte San Germano,2025,10,16.19
Piedimonte San Germano,2025,11,11.92
Piedimonte San Germano,2025,12,9.02
Piedimonte San Germano,2026,1,8.62
Piedimonte San Germano,2026,2,10.93
Piedimonte San Germano,2026,3,11.55
Piedimonte San Germano,2026,4,16.15
Piedimonte San Germano,2026,5,18.78
Piedimonte San Germano,2026,6,24.05
Pontecorvo,2011,1,7.19
Pontecorvo,2011,2,7.19
Pontecorvo,2011,3,9.74
Pontecorvo,2011,4,14.1
Pontecorvo,2011,5,18.04
Pontecorvo,2011,6,22.41
Pontecorvo,2011,7,23.81
Pontecorvo,2011,8,25.77
Pontecorvo,2011,9,23.26
Pontecorvo,2011,10,16.4
Pontecorvo,2011,11,11.83
Pontecorvo,2011,12,8.96
Pontecorvo,2012,1,6.38
Pontecorvo,2012,2,4.42
Pontecorvo,2012,3,12.68
Pontecorvo,2012,4,14.27
Pontecorvo,2012,5,17.5
Pontecorvo,2012,6,24.11
Pontecorvo,2012,7,26.47
Pontecorvo,2012,8,27.28
Pontecorvo,2012,9,21.57
Pontecorvo,2012,10,17.51
Pontecorvo,2012,11,13.88
Pontecorvo,2012,12,7.04
Pontecorvo,2013,1,7.46
Pontecorvo,2013,2,6.65
Pontecorvo,2013,3,11.02
Pontecorvo,2013,4,15.59
Pontecorvo,2013,5,17.56
Pontecorvo,2013,6,21.3
Pontecorvo,2013,7,24.59
Pontecorvo,2013,8,25.55
Pontecorvo,2013,9,21.27
Pontecorvo,2013,10,18.18
Pontecorvo,2013,11,12.33
Pontecorvo,2013,12,8.18
Pontecorvo,2014,1,9.31
Pontecorvo,2014,2,11.08
Pontecorvo,2014,3,10.16
Pontecorvo,2014,4,14.47
Pontecorvo,2014,5,17.2
Pontecorvo,2014,6,22.2
Pontecorvo,2014,7,23.13
Pontecorvo,2014,8,24.28
Pontecorvo,2014,9,20.89
Pontecorvo,2014,10,17.88
Pontecorvo,2014,11,14.44
Pontecorvo,2014,12,8.84
Pontecorvo,2015,1,7.89
Pontecorvo,2015,2,7.68
Pontecorvo,2015,3,11.1
Pontecorvo,2015,4,14.27
Pontecorvo,2015,5,19.15
Pontecorvo,2015,6,22.85
Pontecorvo,2015,7,28.31
Pontecorvo,2015,8,26.35
Pontecorvo,2015,9,22.1
Pontecorvo,2015,10,16.63
Pontecorvo,2015,11,12.69
Pontecorvo,2015,12,8.58
Pontecorvo,2016,1,8.42
Pontecorvo,2016,2,11.29
Pontecorvo,2016,3,11.18
Pontecorvo,2016,4,16.49
Pontecorvo,2016,5,17.71
Pontecorvo,2016,6,22.32
Pontecorvo,2016,7,26.4
Pontecorvo,2016,8,25.68
Pontecorvo,2016,9,20.94
Pontecorvo,2016,10,16.67
Pontecorvo,2016,11,12.27
Pontecorvo,2016,12,7.79
Pontecorvo,2017,1,4.58
Pontecorvo,2017,2,10.33
Pontecorvo,2017,3,12.45
Pontecorvo,2017,4,13.84
Pontecorvo,2017,5,18.63
Pontecorvo,2017,6,24.2
Pontecorvo,2017,7,25.69
Pontecorvo,2017,8,27.2
Pontecorvo,2017,9,19.49
Pontecorvo,2017,10,16.27
Pontecorvo,2017,11,11.22
Pontecorvo,2017,12,7.31
Pontecorvo,2018,1,9.55
Pontecorvo,2018,2,6.9
Pontecorvo,2018,3,10.55
Pontecorvo,2018,4,17.17
Pontecorvo,2018,5,19.29
Pontecorvo,2018,6,22.88
Pontecorvo,2018,7,26.32
Pontecorvo,2018,8,25.21
Pontecorvo,2018,9,22.15
Pontecorvo,2018,10,18.3
Pontecorvo,2018,11,12.81
Pontecorvo,2018,12,8.65
Pontecorvo,2019,1,5.31
Pontecorvo,2019,2,8.84
Pontecorvo,2019,3,12.39
Pontecorvo,2019,4,13.75
Pontecorvo,2019,5,14.89
Pontecorvo,2019,6,24.73
Pontecorvo,2019,7,26.13
Pontecorvo,2019,8,26.39
Pontecorvo,2019,9,22.18
Pontecorvo,2019,10,17.85
Pontecorvo,2019,11,13.5
Pontecorvo,2019,12,9.92
Pontecorvo,2020,1,7.91
Pontecorvo,2020,2,10.18
Pontecorvo,2020,3,10.67
Pontecorvo,2020,4,14.19
Pontecorvo,2020,5,18.84
Pontecorvo,2020,6,20.94
Pontecorvo,2020,7,25.21
Pontecorvo,2020,8,25.93
Pontecorvo,2020,9,22.13
Pontecorvo,2020,10,15.16
Pontecorvo,2020,11,13.1
Pontecorvo,2020,12,9.19
Pontecorvo,2021,1,7.16
Pontecorvo,2021,2,10.16
Pontecorvo,2021,3,9.95
Pontecorvo,2021,4,12.49
Pontecorvo,2021,5,17.5
Pontecorvo,2021,6,23.39
Pontecorvo,2021,7,25.98
Pontecorvo,2021,8,26.02
Pontecorvo,2021,9,22.31
Pontecorvo,2021,10,15.94
Pontecorvo,2021,11,13.63
Pontecorvo,2021,12,8.56
Pontecorvo,2022,1,7.4
Pontecorvo,2022,2,9.33
Pontecorvo,2022,3,9.25
Pontecorvo,2022,4,13.61
Pontecorvo,2022,5,20.03
Pontecorvo,2022,6,25.82
Pontecorvo,2022,7,27.87
Pontecorvo,2022,8,26.43
Pontecorvo,2022,9,21.24
Pontecorvo,2022,10,18.41
Pontecorvo,2022,11,13.04
Pontecorvo,2022,12,11.17
Pontecorvo,2023,1,8.04
Pontecorvo,2023,2,8.27
Pontecorvo,2023,3,11.89
Pontecorvo,2023,4,13.13
Pontecorvo,2023,5,17.93
Pontecorvo,2023,6,22.72
Pontecorvo,2023,7,27.13
Pontecorvo,2023,8,25.17
Pontecorvo,2023,9,22.82
Pontecorvo,2023,10,20.0
Pontecorvo,2023,11,13.34
Pontecorvo,2023,12,10.29
Pontecorvo,2024,1,9.75
Pontecorvo,2024,2,11.53
Pontecorvo,2024,3,13.22
Pontecorvo,2024,4,15.54
Pontecorvo,2024,5,18.95
Pontecorvo,2024,6,24.3
Pontecorvo,2024,7,28.55
Pontecorvo,2024,8,28.74
Pontecorvo,2024,9,21.62
Pontecorvo,2024,10,18.68
Pontecorvo,2024,11,12.49
Pontecorvo,2024,12,8.7
Pontecorvo,2025,1,9.68
Pontecorvo,2025,2,10.17
Pontecorvo,2025,3,12.69
Pontecorvo,2025,4,15.36
Pontecorvo,2025,5,18.31
Pontecorvo,2025,6,26.4
Pontecorvo,2025,7,26.82
Pontecorvo,2025,8,25.86
Pontecorvo,2025,9,22.44
Pontecorvo,2025,10,16.65
Pontecorvo,2025,11,12.38
Pontecorvo,2025,12,9.48
Pontecorvo,2026,1,9.07
Pontecorvo,2026,2,11.39
Pontecorvo,2026,3,12.01
Pontecorvo,2026,4,16.6
Pontecorvo,2026,5,19.24
Pontecorvo,2026,6,24.51
Ripi,2011,1,5.78
Ripi,2011,2,5.82
Ripi,2011,3,8.29
Ripi,2011,4,12.67
Ripi,2011,5,16.77
Ripi,2011,6,21.2
Ripi,2011,7,22.47
Ripi,2011,8,24.5
Ripi,2011,9,21.94
Ripi,2011,10,15.02
Ripi,2011,11,10.43
Ripi,2011,12,7.53
Ripi,2012,1,5.01
Ripi,2012,2,2.98
Ripi,2012,3,11.07
Ripi,2012,4,12.83
Ripi,2012,5,16.1
Ripi,2012,6,22.86
Ripi,2012,7,25.25
Ripi,2012,8,25.98
Ripi,2012,9,20.28
Ripi,2012,10,16.1
Ripi,2012,11,12.41
Ripi,2012,12,5.59
Ripi,2013,1,5.89
Ripi,2013,2,5.11
Ripi,2013,3,9.51
Ripi,2013,4,14.11
Ripi,2013,5,16.16
Ripi,2013,6,19.87
Ripi,2013,7,23.31
Ripi,2013,8,24.28
Ripi,2013,9,19.81
Ripi,2013,10,16.67
Ripi,2013,11,10.88
Ripi,2013,12,6.73
Ripi,2014,1,7.76
Ripi,2014,2,9.52
Ripi,2014,3,8.87
Ripi,2014,4,13.01
Ripi,2014,5,15.79
Ripi,2014,6,20.78
Ripi,2014,7,21.76
Ripi,2014,8,22.9
Ripi,2014,9,19.56
Ripi,2014,10,16.49
Ripi,2014,11,13.05
Ripi,2014,12,7.56
Ripi,2015,1,6.48
Ripi,2015,2,6.28
Ripi,2015,3,9.63
Ripi,2015,4,12.73
Ripi,2015,5,17.72
Ripi,2015,6,21.47
Ripi,2015,7,26.76
Ripi,2015,8,24.82
Ripi,2015,9,20.7
Ripi,2015,10,15.29
Ripi,2015,11,11.14
Ripi,2015,12,7.09
Ripi,2016,1,7.1
Ripi,2016,2,9.86
Ripi,2016,3,9.72
Ripi,2016,4,14.94
Ripi,2016,5,16.31
Ripi,2016,6,20.83
Ripi,2016,7,24.83
Ripi,2016,8,24.03
Ripi,2016,9,19.6
Ripi,2016,10,15.23
Ripi,2016,11,10.89
Ripi,2016,12,6.4
Ripi,2017,1,3.27
Ripi,2017,2,8.76
Ripi,2017,3,10.89
Ripi,2017,4,12.43
Ripi,2017,5,17.36
Ripi,2017,6,23.04
Ripi,2017,7,24.44
Ripi,2017,8,25.83
Ripi,2017,9,18.18
Ripi,2017,10,14.9
Ripi,2017,11,9.77
Ripi,2017,12,5.97
Ripi,2018,1,8.18
Ripi,2018,2,5.42
Ripi,2018,3,9.08
Ripi,2018,4,15.53
Ripi,2018,5,17.77
Ripi,2018,6,21.5
