comune,year,month,t_mean
Belmonte Castello,2013,12,5.89
Belmonte Castello,2014,1,7.02
Belmonte Castello,2014,2,8.79
Belmonte Castello,2014,3,7.87
Belmonte Castello,2014,4,12.18
Belmonte Castello,2014,5,14.91
Belmonte Castello,2014,6,19.91
Belmonte Castello,2014,7,20.84
Belmonte Castello,2014,8,22.0
Belmonte Castello,2014,9,18.61
Belmonte Castello,2014,10,15.6
Belmonte Castello,2014,11,12.15
Belmonte Castello,2014,12,6.55
Belmonte Castello,2015,1,5.6
Belmonte Castello,2015,2,5.4
Belmonte Castello,2015,3,8.82
Belmonte Castello,2015,4,11.98
Belmonte Castello,2015,5,16.86
Belmonte Castello,2015,6,20.57
Belmonte Castello,2015,7,26.02
Belmonte Castello,2015,8,24.06
Belmonte Castello,2015,9,19.81
Belmonte Castello,2015,10,14.35
Belmonte Castello,2015,11,10.4
Belmonte Castello,2015,12,6.29
Belmonte Castello,2016,1,6.13
Belmonte Castello,2016,2,9.0
Belmonte Castello,2016,3,8.89
Belmonte Castello,2016,4,14.2
Belmonte Castello,2016,5,15.42
Belmonte Castello,2016,6,20.03
Belmonte Castello,2016,7,24.12
Belmonte Castello,2016,8,23.39
Belmonte Castello,2016,9,18.66
Belmonte Castello,2016,10,14.39
Belmonte Castello,2016,11,9.98
Belmonte Castello,2016,12,5.5
Belmonte Castello,2017,1,2.29
Belmonte Castello,2017,2,8.04
Belmonte Castello,2017,3,10.17
Belmonte Castello,2017,4,11.55
Belmonte Castello,2017,5,16.34
Belmonte Castello,2017,6,21.91
Belmonte Castello,2017,7,23.41
Belmonte Castello,2017,8,24.91
Belmonte Castello,2017,9,17.2
Belmonte Castello,2017,10,13.98
Belmonte Castello,2017,11,8.93
Belmonte Castello,2017,12,5.02
Belmonte Castello,2018,1,7.26
Belmonte Castello,2018,2,4.62
Belmonte Castello,2018,3,8.26
Belmonte Castello,2018,4,14.88
Belmonte Castello,2018,5,17.0
Belmonte Castello,2018,6,20.59
Belmonte Castello,2018,7,24.03
Belmonte Castello,2018,8,22.92
Belmonte Castello,2018,9,19.86
Belmonte Castello,2018,10,16.02
Belmonte Castello,2018,11,10.52
Belmonte Castello,2018,12,6.36
Belmonte Castello,2019,1,3.03
Belmonte Castello,2019,2,6.55
Belmonte Castello,2019,3,10.1
Belmonte Castello,2019,4,11.46
Belmonte Castello,2019,5,12.6
Belmonte Castello,2019,6,22.45
Belmonte Castello,2019,7,23.85
Belmonte Castello,2019,8,24.1
Belmonte Castello,2019,9,19.89
Belmonte Castello,2019,10,15.57
Belmonte Castello,2019,11,11.21
Belmonte Castello,2019,12,7.63
Belmonte Castello,2020,1,5.62
Belmonte Castello,2020,2,7.9
Belmonte Castello,2020,3,8.39
Belmonte Castello,2020,4,11.9
Belmonte Castello,2020,5,16.55
Belmonte Castello,2020,6,18.65
Belmonte Castello,2020,7,22.92
Belmonte Castello,2020,8,23.64
Belmonte Castello,2020,9,19.84
Belmonte Castello,2020,10,12.87
Belmonte Castello,2020,11,10.81
Belmonte Castello,2020,12,6.9
Belmonte Castello,2021,1,4.88
Belmonte Castello,2021,2,7.87
Belmonte Castello,2021,3,7.66
Belmonte Castello,2021,4,10.2
Belmonte Castello,2021,5,15.21
Belmonte Castello,2021,6,21.1
Belmonte Castello,2021,7,23.69
Belmonte Castello,2021,8,23.73
Belmonte Castello,2021,9,20.03
Belmonte Castello,2021,10,13.65
Belmonte Castello,2021,11,11.34
Belmonte Castello,2021,12,6.27
Belmonte Castello,2022,1,5.11
Belmonte Castello,2022,2,7.04
Belmonte Castello,2022,3,6.96
Belmonte Castello,2022,4,11.32
Belmonte Castello,2022,5,17.74
Belmonte Castello,2022,6,23.53
Belmonte Castello,2022,7,25.58
Belmonte Castello,2022,8,24.14
Belmonte Castello,2022,9,18.95
Belmonte Castello,2022,10,16.13
Belmonte Castello,2022,11,10.75
Belmonte Castello,2022,12,8.88
Belmonte Castello,2023,1,5.75
Belmonte Castello,2023,2,5.98
Belmonte Castello,2023,3,9.6
Belmonte Castello,2023,4,10.84
Belmonte Castello,2023,5,15.64
Belmonte Castello,2023,6,20.43
Belmonte Castello,2023,7,24.84
Belmonte Castello,2023,8,22.88
Belmonte Castello,2023,9,20.54
Belmonte Castello,2023,10,17.71
Belmonte Castello,2023,11,11.05
Belmonte Castello,2023,12,8.0
Belmonte Castello,2024,1,7.46
Belmonte Castello,2024,2,9.24
Belmonte Castello,2024,3,10.93
Belmonte Castello,2024,4,13.25
Belmonte Castello,2024,5,16.66
Belmonte Castello,2024,6,22.01
Belmonte Castello,2024,7,26.26
Belmonte Castello,2024,8,26.46
Belmonte Castello,2024,9,19.33
Belmonte Castello,2024,10,16.39
Belmonte Castello,2024,11,10.2
Belmonte Castello,2024,12,6.42
Belmonte Castello,2025,1,7.4
Belmonte Castello,2025,2,7.88
Belmonte Castello,2025,3,10.41
Belmonte Castello,2025,4,13.08
Belmonte Castello,2025,5,16.02
Belmonte Castello,2025,6,24.11
Belmonte Castello,2025,7,24.53
Belmonte Castello,2025,8,23.57
Belmonte Castello,2025,9,20.16
Belmonte Castello,2025,10,14.36
Belmonte Castello,2025,11,10.09
Belmonte Castello,2025,12,7.19
Belmonte Castello,2026,1,6.79
Belmonte Castello,2026,2,9.1
Belmonte Castello,2026,3,9.72
Belmonte Castello,2026,4,14.32
Belmonte Castello,2026,5,16.95
Belmonte Castello,2026,6,22.22
Boville Ernica,2011,1,2.79
Boville Ernica,2011,2,2.81
Boville Ernica,2011,3,4.79
Boville Ernica,2011,4,8.27
Boville Ernica,2011,5,13.64
Boville Ernica,2011,6,18.71
Boville Ernica,2011,7,20.26
Boville Ernica,2011,8,22.59
Boville Ernica,2011,9,19.94
Boville Ernica,2011,10,12.69
Boville Ernica,2011,11,8.13
Boville Ernica,2011,12,5.17
Boville Ernica,2012,1,2.94
Boville Ernica,2012,2,0.06
Boville Ernica,2012,3,9.2
Boville Ernica,2012,4,10.77
Boville Ernica,2012,5,14.05
Boville Ernica,2012,6,21.16
Boville Ernica,2012,7,23.79
Boville Ernica,2012,8,24.42
Boville Ernica,2012,9,18.35
Boville Ernica,2012,10,14.01
Boville Ernica,2012,11,10.03
Boville Ernica,2012,12,3.31
Boville Ernica,2013,1,3.47
Boville Ernica,2013,2,2.76
Boville Ernica,2013,3,7.31
Boville Ernica,2013,4,12.09
Boville Ernica,2013,5,13.7
Boville Ernica,2013,6,17.68
Boville Ernica,2013,7,20.86
Boville Ernica,2013,8,21.99
Boville Ernica,2013,9,17.51
Boville Ernica,2013,10,14.77
Boville Ernica,2013,11,8.4
Boville Ernica,2013,12,4.61
Boville Ernica,2014,1,5.57
Boville Ernica,2014,2,7.02
Boville Ernica,2014,3,5.21
Boville Ernica,2014,4,10.53
Boville Ernica,2014,5,13.36
Boville Ernica,2014,6,18.47
Boville Ernica,2014,7,19.36
Boville Ernica,2014,8,20.78
Boville Ernica,2014,9,17.14
Boville Ernica,2014,10,14.2
Boville Ernica,2014,11,10.83
Boville Ernica,2014,12,4.96
Boville Ernica,2015,1,4.06
Boville Ernica,2015,2,3.4
Boville Ernica,2015,3,7.24
Boville Ernica,2015,4,10.78
Boville Ernica,2015,5,15.56
Boville Ernica,2015,6,18.77
Boville Ernica,2015,7,24.16
Boville Ernica,2015,8,22.38
Boville Ernica,2015,9,18.15
Boville Ernica,2015,10,12.95
Boville Ernica,2015,11,9.14
Boville Ernica,2015,12,5.31
Boville Ernica,2016,1,4.53
Boville Ernica,2016,2,7.52
Boville Ernica,2016,3,7.34
Boville Ernica,2016,4,13.05
Boville Ernica,2016,5,14.11
Boville Ernica,2016,6,18.42
Boville Ernica,2016,7,22.39
Boville Ernica,2016,8,21.4
Boville Ernica,2016,9,17.05
Boville Ernica,2016,10,12.9
Boville Ernica,2016,11,8.52
Boville Ernica,2016,12,4.31
Boville Ernica,2017,1,0.23
Boville Ernica,2017,2,6.73
Boville Ernica,2017,3,9.0
Boville Ernica,2017,4,10.43
Boville Ernica,2017,5,15.11
Boville Ernica,2017,6,20.98
Boville Ernica,2017,7,22.4
Boville Ernica,2017,8,24.37
Boville Ernica,2017,9,15.84
Boville Ernica,2017,10,12.93
Boville Ernica,2017,11,7.35
Boville Ernica,2017,12,3.46
Boville Ernica,2018,1,5.96
Boville Ernica,2018,2,2.76
Boville Ernica,2018,3,6.52
Boville Ernica,2018,4,13.71
Boville Ernica,2018,5,15.54
Boville Ernica,2018,6,19.29
Boville Ernica,2018,7,22.87
Boville Ernica,2018,8,21.13
Boville Ernica,2018,9,18.08
Boville Ernica,2018,10,14.3
Boville Ernica,2018,11,9.14
Boville Ernica,2018,12,4.92
Boville Ernica,2019,1,1.43
Boville Ernica,2019,2,5.27
Boville Ernica,2019,3,8.94
Boville Ernica,2019,4,10.1
Boville Ernica,2019,5,11.15
Boville Ernica,2019,6,21.83
Boville Ernica,2019,7,22.77
Boville Ernica,2019,8,23.05
Boville Ernica,2019,9,18.33
Boville Ernica,2019,10,14.58
Boville Ernica,2019,11,9.73
Boville Ernica,2019,12,6.21
Boville Ernica,2020,1,4.56
Boville Ernica,2020,2,6.63
Boville Ernica,2020,3,7.19
Boville Ernica,2020,4,10.9
Boville Ernica,2020,5,15.48
Boville Ernica,2020,6,17.46
Boville Ernica,2020,7,22.16
Boville Ernica,2020,8,23.14
Boville Ernica,2020,9,18.33
Boville Ernica,2020,10,11.51
Boville Ernica,2020,11,9.51
Boville Ernica,2020,12,5.44
Boville Ernica,2021,1,3.16
Boville Ernica,2021,2,6.86
Boville Ernica,2021,3,6.38
Boville Ernica,2021,4,8.85
Boville Ernica,2021,5,14.1
Boville Ernica,2021,6,20.25
Boville Ernica,2021,7,23.2
Boville Ernica,2021,8,22.68
Boville Ernica,2021,9,18.67
Boville Ernica,2021,10,12.24
Boville Ernica,2021,11,9.75
Boville Ernica,2021,12,4.63
Boville Ernica,2022,1,3.95
Boville Ernica,2022,2,5.77
Boville Ernica,2022,3,5.78
Boville Ernica,2022,4,10.04
Boville Ernica,2022,5,16.89
Boville Ernica,2022,6,23.13
Boville Ernica,2022,7,24.98
Boville Ernica,2022,8,22.65
Boville Ernica,2022,9,17.7
Boville Ernica,2022,10,15.32
Boville Ernica,2022,11,9.32
Boville Ernica,2022,12,7.55
Boville Ernica,2023,1,4.25
Boville Ernica,2023,2,5.01
Boville Ernica,2023,3,8.44
Boville Ernica,2023,4,9.38
Boville Ernica,2023,5,14.24
Boville Ernica,2023,6,19.28
Boville Ernica,2023,7,24.19
Boville Ernica,2023,8,22.06
Boville Ernica,2023,9,19.41
Boville Ernica,2023,10,16.8
Boville Ernica,2023,11,9.37
Boville Ernica,2023,12,6.63
Boville Ernica,2024,1,6.05
Boville Ernica,2024,2,8.13
Boville Ernica,2024,3,9.57
Boville Ernica,2024,4,12.13
Boville Ernica,2024,5,15.34
Boville Ernica,2024,6,21.14
Boville Ernica,2024,7,25.56
Boville Ernica,2024,8,25.03
Boville Ernica,2024,9,17.64
Boville Ernica,2024,10,15.08
Boville Ernica,2024,11,8.83
Boville Ernica,2024,12,4.86
Boville Ernica,2025,1,5.92
Boville Ernica,2025,2,6.62
Boville Ernica,2025,3,8.91
Boville Ernica,2025,4,11.72
Boville Ernica,2025,5,14.55
Boville Ernica,2025,6,23.03
Boville Ernica,2025,7,22.92
Boville Ernica,2025,8,21.69
Boville Ernica,2025,9,18.95
Boville Ernica,2025,10,12.65
Boville Ernica,2025,11,8.66
Boville Ernica,2025,12,6.1
Boville Ernica,2026,1,4.98
Boville Ernica,2026,2,7.63
Boville Ernica,2026,3,7.96
Boville Ernica,2026,4,13.16
Boville Ernica,2026,5,15.34
Boville Ernica,2026,6,20.91
Campoli Appennino,2011,1,0.5
Campoli Appennino,2011,2,0.52
Campoli Appennino,2011,3,2.18
Campoli Appennino,2011,4,5.22
Campoli Appennino,2011,5,10.18
Campoli Appennino,2011,6,15.72
Campoli Appennino,2011,7,17.49
Campoli Appennino,2011,8,19.67
Campoli Appennino,2011,9,16.97
Campoli Appennino,2011,10,9.85
Campoli Appennino,2011,11,5.37
Campoli Appennino,2011,12,2.41
Campoli Appennino,2012,1,0.12
Campoli Appennino,2012,2,-2.63
Campoli Appennino,2012,3,6.32
Campoli Appennino,2012,4,7.56
Campoli Appennino,2012,5,10.98
Campoli Appennino,2012,6,18.41
Campoli Appennino,2012,7,20.86
Campoli Appennino,2012,8,21.42
Campoli Appennino,2012,9,15.51
Campoli Appennino,2012,10,11.34
Campoli Appennino,2012,11,7.14
Campoli Appennino,2012,12,0.66
Campoli Appennino,2013,1,0.99
Campoli Appennino,2013,2,0.11
Campoli Appennino,2013,3,4.26
Campoli Appennino,2013,4,8.69
Campoli Appennino,2013,5,10.43
Campoli Appennino,2013,6,14.68
Campoli Appennino,2013,7,17.87
Campoli Appennino,2013,8,18.93
Campoli Appennino,2013,9,14.8
Campoli Appennino,2013,10,12.17
Campoli Appennino,2013,11,5.62
Campoli Appennino,2013,12,2.05
Campoli Appennino,2014,1,2.92
Campoli Appennino,2014,2,4.14
Campoli Appennino,2014,3,2.72
Campoli Appennino,2014,4,7.62
Campoli Appennino,2014,5,10.22
Campoli Appennino,2014,6,15.52
Campoli Appennino,2014,7,16.54
Campoli Appennino,2014,8,18.02
Campoli Appennino,2014,9,14.25
Campoli Appennino,2014,10,11.44
Campoli Appennino,2014,11,8.17
Campoli Appennino,2014,12,2.05
Campoli Appennino,2015,1,1.18
Campoli Appennino,2015,2,0.42
Campoli Appennino,2015,3,4.24
Campoli Appennino,2015,4,7.83
Campoli Appennino,2015,5,12.67
Campoli Appennino,2015,6,15.78
Campoli Appennino,2015,7,21.22
Campoli Appennino,2015,8,19.43
Campoli Appennino,2015,9,15.17
Campoli Appennino,2015,10,9.43
Campoli Appennino,2015,11,6.49
Campoli Appennino,2015,12,2.8
Campoli Appennino,2016,1,1.76
Campoli Appennino,2016,2,4.82
Campoli Appennino,2016,3,4.49
Campoli Appennino,2016,4,10.27
Campoli Appennino,2016,5,11.27
Campoli Appennino,2016,6,15.66
Campoli Appennino,2016,7,19.56
Campoli Appennino,2016,8,18.42
Campoli Appennino,2016,9,14.05
Campoli Appennino,2016,10,10.12
Campoli Appennino,2016,11,5.8
Campoli Appennino,2016,12,1.72
Campoli Appennino,2017,1,-2.85
Campoli Appennino,2017,2,3.82
Campoli Appennino,2017,3,6.1
Campoli Appennino,2017,4,7.5
Campoli Appennino,2017,5,12.15
Campoli Appennino,2017,6,18.04
Campoli Appennino,2017,7,19.37
Campoli Appennino,2017,8,21.25
Campoli Appennino,2017,9,12.92
Campoli Appennino,2017,10,10.21
Campoli Appennino,2017,11,4.62
Campoli Appennino,2017,12,0.83
Campoli Appennino,2018,1,3.28
Campoli Appennino,2018,2,0.08
Campoli Appennino,2018,3,3.68
Campoli Appennino,2018,4,10.93
Campoli Appennino,2018,5,12.71
Campoli Appennino,2018,6,16.27
Campoli Appennino,2018,7,19.79
Campoli Appennino,2018,8,18.08
Campoli Appennino,2018,9,15.11
Campoli Appennino,2018,10,11.41
Campoli Appennino,2018,11,6.36
Campoli Appennino,2018,12,2.15
Campoli Appennino,2019,1,-1.63
Campoli Appennino,2019,2,2.42
Campoli Appennino,2019,3,6.0
Campoli Appennino,2019,4,7.25
Campoli Appennino,2019,5,8.27
Campoli Appennino,2019,6,18.95
Campoli Appennino,2019,7,19.7
Campoli Appennino,2019,8,20.2
Campoli Appennino,2019,9,15.5
Campoli Appennino,2019,10,11.91
Campoli Appennino,2019,11,6.97
Campoli Appennino,2019,12,3.39
Campoli Appennino,2020,1,1.93
Campoli Appennino,2020,2,3.87
Campoli Appennino,2020,3,4.25
Campoli Appennino,2020,4,7.98
Campoli Appennino,2020,5,12.5
Campoli Appennino,2020,6,14.61
Campoli Appennino,2020,7,19.24
Campoli Appennino,2020,8,20.19
Campoli Appennino,2020,9,15.53
Campoli Appennino,2020,10,8.81
Campoli Appennino,2020,11,6.77
Campoli Appennino,2020,12,2.76
Campoli Appennino,2021,1,0.38
Campoli Appennino,2021,2,4.13
Campoli Appennino,2021,3,3.39
Campoli Appennino,2021,4,5.94
Campoli Appennino,2021,5,11.4
Campoli Appennino,2021,6,17.41
Campoli Appennino,2021,7,20.12
Campoli Appennino,2021,8,19.64
Campoli Appennino,2021,9,15.82
Campoli Appennino,2021,10,9.37
Campoli Appennino,2021,11,7.05
Campoli Appennino,2021,12,2.12
Campoli Appennino,2022,1,1.3
Campoli Appennino,2022,2,2.97
Campoli Appennino,2022,3,2.59
Campoli Appennino,2022,4,7.11
Campoli Appennino,2022,5,13.94
Campoli Appennino,2022,6,19.89
Campoli Appennino,2022,7,21.7
Campoli Appennino,2022,8,19.6
Campoli Appennino,2022,9,14.9
Campoli Appennino,2022,10,12.63
Campoli Appennino,2022,11,6.54
Campoli Appennino,2022,12,4.86
Campoli Appennino,2023,1,1.48
Campoli Appennino,2023,2,2.22
Campoli Appennino,2023,3,5.59
Campoli Appennino,2023,4,6.44
Campoli Appennino,2023,5,11.3
Campoli Appennino,2023,6,16.41
Campoli Appennino,2023,7,21.41
Campoli Appennino,2023,8,19.07
Campoli Appennino,2023,9,16.6
Campoli Appennino,2023,10,14.12
Campoli Appennino,2023,11,6.42
Campoli Appennino,2023,12,3.95
Campoli Appennino,2024,1,3.16
Campoli Appennino,2024,2,5.42
Campoli Appennino,2024,3,6.79
Campoli Appennino,2024,4,9.27
Campoli Appennino,2024,5,12.48
Campoli Appennino,2024,6,18.47
Campoli Appennino,2024,7,22.6
Campoli Appennino,2024,8,22.14
Campoli Appennino,2024,9,14.86
Campoli Appennino,2024,10,12.45
Campoli Appennino,2024,11,6.07
Campoli Appennino,2024,12,2.15
Campoli Appennino,2025,1,3.13
Campoli Appennino,2025,2,3.76
Campoli Appennino,2025,3,6.06
Campoli Appennino,2025,4,8.8
Campoli Appennino,2025,5,11.65
Campoli Appennino,2025,6,20.13
Campoli Appennino,2025,7,20.0
Campoli Appennino,2025,8,18.84
Campoli Appennino,2025,9,16.35
Campoli Appennino,2025,10,9.81
Campoli Appennino,2025,11,5.95
Campoli Appennino,2025,12,3.39
Campoli Appennino,2026,1,2.23
Campoli Appennino,2026,2,4.85
Campoli Appennino,2026,3,4.94
Campoli Appennino,2026,4,10.18
Campoli Appennino,2026,5,12.44
Campoli Appennino,2026,6,17.91
Casalvieri,2011,1,2.04
Casalvieri,2011,2,2.06
Casalvieri,2011,3,3.72
Casalvieri,2011,4,6.77
Casalvieri,2011,5,11.72
Casalvieri,2011,6,17.27
Casalvieri,2011,7,19.03
Casalvieri,2011,8,21.22
Casalvieri,2011,9,18.52
Casalvieri,2011,10,11.39
Casalvieri,2011,11,6.91
Casalvieri,2011,12,3.96
Casalvieri,2012,1,1.66
Casalvieri,2012,2,-1.09
Casalvieri,2012,3,7.87
Casalvieri,2012,4,9.1
Casalvieri,2012,5,12.53
Casalvieri,2012,6,19.96
Casalvieri,2012,7,22.4
Casalvieri,2012,8,22.97
Casalvieri,2012,9,17.06
Casalvieri,2012,10,12.89
Casalvieri,2012,11,8.69
Casalvieri,2012,12,2.21
Casalvieri,2013,1,2.54
Casalvieri,2013,2,1.66
Casalvieri,2013,3,5.81
Casalvieri,2013,4,10.24
Casalvieri,2013,5,11.98
Casalvieri,2013,6,16.23
Casalvieri,2013,7,19.41
Casalvieri,2013,8,20.48
Casalvieri,2013,9,16.35
Casalvieri,2013,10,13.71
Casalvieri,2013,11,7.16
Casalvieri,2013,12,3.59
Casalvieri,2014,1,4.46
Casalvieri,2014,2,5.69
Casalvieri,2014,3,4.27
Casalvieri,2014,4,9.17
Casalvieri,2014,5,11.77
Casalvieri,2014,6,17.06
Casalvieri,2014,7,18.09
Casalvieri,2014,8,19.56
Casalvieri,2014,9,15.8
Casalvieri,2014,10,12.99
Casalvieri,2014,11,9.71
Casalvieri,2014,12,3.6
Casalvieri,2015,1,2.73
Casalvieri,2015,2,1.97
Casalvieri,2015,3,5.78
Casalvieri,2015,4,9.38
Casalvieri,2015,5,14.22
Casalvieri,2015,6,17.33
Casalvieri,2015,7,22.77
Casalvieri,2015,8,20.98
Casalvieri,2015,9,16.72
Casalvieri,2015,10,10.97
Casalvieri,2015,11,8.04
Casalvieri,2015,12,4.35
Casalvieri,2016,1,3.31
Casalvieri,2016,2,6.36
Casalvieri,2016,3,6.03
Casalvieri,2016,4,11.81
Casalvieri,2016,5,12.82
Casalvieri,2016,6,17.21
Casalvieri,2016,7,21.1
Casalvieri,2016,8,19.97
Casalvieri,2016,9,15.6
Casalvieri,2016,10,11.67
Casalvieri,2016,11,7.35
Casalvieri,2016,12,3.26
Casalvieri,2017,1,-1.31
Casalvieri,2017,2,5.37
Casalvieri,2017,3,7.65
Casalvieri,2017,4,9.04
Casalvieri,2017,5,13.69
Casalvieri,2017,6,19.59
Casalvieri,2017,7,20.92
Casalvieri,2017,8,22.8
Casalvieri,2017,9,14.46
Casalvieri,2017,10,11.76
Casalvieri,2017,11,6.17
Casalvieri,2017,12,2.38
Casalvieri,2018,1,4.83
Casalvieri,2018,2,1.63
Casalvieri,2018,3,5.23
Casalvieri,2018,4,12.47
Casalvieri,2018,5,14.25
Casalvieri,2018,6,17.82
Casalvieri,2018,7,21.34
Casalvieri,2018,8,19.63
Casalvieri,2018,9,16.65
Casalvieri,2018,10,12.96
Casalvieri,2018,11,7.91
Casalvieri,2018,12,3.7
Casalvieri,2019,1,-0.09
Casalvieri,2019,2,3.97
Casalvieri,2019,3,7.55
Casalvieri,2019,4,8.79
Casalvieri,2019,5,9.82
Casalvieri,2019,6,20.5
Casalvieri,2019,7,21.24
Casalvieri,2019,8,21.74
Casalvieri,2019,9,17.05
Casalvieri,2019,10,13.46
Casalvieri,2019,11,8.52
Casalvieri,2019,12,4.93
Casalvieri,2020,1,3.48
Casalvieri,2020,2,5.42
Casalvieri,2020,3,5.79
Casalvieri,2020,4,9.53
Casalvieri,2020,5,14.05
Casalvieri,2020,6,16.16
Casalvieri,2020,7,20.78
Casalvieri,2020,8,21.74
Casalvieri,2020,9,17.08
Casalvieri,2020,10,10.36
Casalvieri,2020,11,8.32
Casalvieri,2020,12,4.31
Casalvieri,2021,1,1.93
Casalvieri,2021,2,5.68
Casalvieri,2021,3,4.94
Casalvieri,2021,4,7.49
Casalvieri,2021,5,12.94
Casalvieri,2021,6,18.95
Casalvieri,2021,7,21.67
Casalvieri,2021,8,21.18
Casalvieri,2021,9,17.37
Casalvieri,2021,10,10.92
Casalvieri,2021,11,8.6
Casalvieri,2021,12,3.67
Casalvieri,2022,1,2.85
Casalvieri,2022,2,4.52
Casalvieri,2022,3,4.13
Casalvieri,2022,4,8.65
Casalvieri,2022,5,15.49
Casalvieri,2022,6,21.44
Casalvieri,2022,7,23.25
Casalvieri,2022,8,21.14
Casalvieri,2022,9,16.45
Casalvieri,2022,10,14.18
Casalvieri,2022,11,8.08
Casalvieri,2022,12,6.41
Casalvieri,2023,1,3.02
Casalvieri,2023,2,3.77
Casalvieri,2023,3,7.14
Casalvieri,2023,4,7.99
Casalvieri,2023,5,12.85
Casalvieri,2023,6,17.96
Casalvieri,2023,7,22.95
Casalvieri,2023,8,20.62
Casalvieri,2023,9,18.15
Casalvieri,2023,10,15.67
Casalvieri,2023,11,7.96
Casalvieri,2023,12,5.5
Casalvieri,2024,1,4.71
Casalvieri,2024,2,6.96
Casalvieri,2024,3,8.34
Casalvieri,2024,4,10.81
Casalvieri,2024,5,14.02
Casalvieri,2024,6,20.02
Casalvieri,2024,7,24.15
Casalvieri,2024,8,23.69
Casalvieri,2024,9,16.4
Casalvieri,2024,10,14.0
Casalvieri,2024,11,7.62
Casalvieri,2024,12,3.7
Casalvieri,2025,1,4.68
Casalvieri,2025,2,5.31
Casalvieri,2025,3,7.61
Casalvieri,2025,4,10.35
Casalvieri,2025,5,13.19
Casalvieri,2025,6,21.68
Casalvieri,2025,7,21.54
Casalvieri,2025,8,20.39
Casalvieri,2025,9,17.9
Casalvieri,2025,10,11.36
Casalvieri,2025,11,7.5
Casalvieri,2025,12,4.93
Casalvieri,2026,1,3.78
Casalvieri,2026,2,6.4
Casalvieri,2026,3,6.49
Casalvieri,2026,4,11.73
Casalvieri,2026,5,13.98
Casalvieri,2026,6,19.45
Castelliri,2011,1,3.37
Castelliri,2011,2,3.39
Castelliri,2011,3,5.37
Castelliri,2011,4,8.85
Castelliri,2011,5,14.22
Castelliri,2011,6,19.29
Castelliri,2011,7,20.83
Castelliri,2011,8,23.17
Castelliri,2011,9,20.52
Castelliri,2011,10,13.27
Castelliri,2011,11,8.71
Castelliri,2011,12,5.75
Castelliri,2012,1,3.51
Castelliri,2012,2,0.64
Castelliri,2012,3,9.78
Castelliri,2012,4,11.34
Castelliri,2012,5,14.63
Castelliri,2012,6,21.74
Castelliri,2012,7,24.36
Castelliri,2012,8,25.0
Castelliri,2012,9,18.92
Castelliri,2012,10,14.59
Castelliri,2012,11,10.61
Castelliri,2012,12,3.88
Castelliri,2013,1,4.05
Castelliri,2013,2,3.34
Castelliri,2013,3,7.89
Castelliri,2013,4,12.67
Castelliri,2013,5,14.28
Castelliri,2013,6,18.26
Castelliri,2013,7,21.44
Castelliri,2013,8,22.57
Castelliri,2013,9,18.09
Castelliri,2013,10,15.35
Castelliri,2013,11,8.98
Castelliri,2013,12,5.18
Castelliri,2014,1,6.15
Castelliri,2014,2,7.6
Castelliri,2014,3,5.79
Castelliri,2014,4,11.11
Castelliri,2014,5,13.93
Castelliri,2014,6,19.05
Castelliri,2014,7,19.93
Castelliri,2014,8,21.35
Castelliri,2014,9,17.72
Castelliri,2014,10,14.78
Castelliri,2014,11,11.4
Castelliri,2014,12,5.54
Castelliri,2015,1,4.64
Castelliri,2015,2,3.98
Castelliri,2015,3,7.82
Castelliri,2015,4,11.36
Castelliri,2015,5,16.14
Castelliri,2015,6,19.35
Castelliri,2015,7,24.74
Castelliri,2015,8,22.96
Castelliri,2015,9,18.73
Castelliri,2015,10,13.52
Castelliri,2015,11,9.72
Castelliri,2015,12,5.88
Castelliri,2016,1,5.11
Castelliri,2016,2,8.1
Castelliri,2016,3,7.92
Castelliri,2016,4,13.62
Castelliri,2016,5,14.69
Castelliri,2016,6,18.99
Castelliri,2016,7,22.97
Castelliri,2016,8,21.98
Castelliri,2016,9,17.63
Castelliri,2016,10,13.48
Castelliri,2016,11,9.1
Castelliri,2016,12,4.89
Castelliri,2017,1,0.81
Castelliri,2017,2,7.31
Castelliri,2017,3,9.57
Castelliri,2017,4,11.01
Castelliri,2017,5,15.69
Castelliri,2017,6,21.56
Castelliri,2017,7,22.98
Castelliri,2017,8,24.95
Castelliri,2017,9,16.42
Castelliri,2017,10,13.51
Castelliri,2017,11,7.93
Castelliri,2017,12,4.04
Castelliri,2018,1,6.54
Castelliri,2018,2,3.34
Castelliri,2018,3,7.09
Castelliri,2018,4,14.29
Castelliri,2018,5,16.12
Castelliri,2018,6,19.87
Castelliri,2018,7,23.45
Castelliri,2018,8,21.71
Castelliri,2018,9,18.66
Castelliri,2018,10,14.88
Castelliri,2018,11,9.72
Castelliri,2018,12,5.5
Castelliri,2019,1,2.01
Castelliri,2019,2,5.85
Castelliri,2019,3,9.52
Castelliri,2019,4,10.68
Castelliri,2019,5,11.73
Castelliri,2019,6,22.41
Castelliri,2019,7,23.35
Castelliri,2019,8,23.63
Castelliri,2019,9,18.9
Castelliri,2019,10,15.15
Castelliri,2019,11,10.3
Castelliri,2019,12,6.79
Castelliri,2020,1,5.14
Castelliri,2020,2,7.21
Castelliri,2020,3,7.77
Castelliri,2020,4,11.48
Castelliri,2020,5,16.06
Castelliri,2020,6,18.04
Castelliri,2020,7,22.74
Castelliri,2020,8,23.71
Castelliri,2020,9,18.91
Castelliri,2020,10,12.09
